ISO code,Country,Variable code,Variable name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
UKR,Ukraine,avh,Average annual hours worked by persons engaged,,,,,,,,,,,,,,,,2072.76,2077.8,2087.5,2082.21,2080.06,2095.75,2073.23,2068.66,2065.58,2077.13,2052.9,2073.73,2066.86,2064.69,2059.68,2007.73,2044.97,2044.97,2044.97
UKR,Ukraine,ccon,"Real consumption of households and government, at current PPPs (in mil. 2021US$)",423622.375,406855.65625,391930.90625,336155.75,299989.1875,283607.34375,259132.125,240097.9375,227226.140625,211089.078125,210294.046875,226326.296875,233236.140625,256848.6875,280956.25,334608.8125,375590.3125,428495.625,474752.96875,417625.6875,431469.03125,489752.21875,513813.4375,561780.8125,521304.96875,489208.84375,514879.09375,519422.875,543849.375,588161.1875,622717.3125,654898.75,588665,630001
UKR,Ukraine,cda,"Real domestic absorption, (real consumption plus investment), at current PPPs (in mil. 2021US$)",638223.875,576711.3125,531649.375,439971.78125,374005.96875,322291.375,287206.15625,268568.15625,256112.109375,235526.40625,241922.53125,264670.9375,272230.84375,305659.84375,332946.46875,394566.375,446661.3125,518290.75,568782.875,458684.59375,482516.9375,548387.125,579108.4375,625803.375,559791.6875,537228,585227.3125,596397.3125,620061.8125,664448.6875,673148.9375,749768.6875,648196,708005.0625
UKR,Ukraine,cgdpe,Expenditure-side real GDP at current PPPs (in mil. 2021US$),629518.875,588290.8125,542296.0625,438012.96875,362543.09375,312854.25,280128.8125,260753.703125,250216.75,249015.234375,254276.296875,268352.34375,284292.78125,313484.625,359599.84375,397796.0625,434733.09375,491425.78125,528352.5625,451378.96875,463810.1875,514390.4375,532996.25,572890,540830.9375,523556.59375,547330.375,553320.5,570280.0625,614957.8125,663115,739991.3125,556361.4375,585485.875
UKR,Ukraine,cgdpo,Output-side real GDP at current PPPs (in mil. 2021US$),634941.5,586391.625,544191.0625,434488.84375,353056.59375,307515.34375,292194.03125,268075.25,257410.703125,251205.90625,251568.8125,267766.125,281450.53125,314151.28125,345475.75,401823.6875,446712.0625,506768.40625,544123.4375,460484.25,475650.96875,529860.1875,547267,588100.5,536966.875,517638,555667.6875,569136,590451.5,635106.125,654739.3125,708698.3125,572931.125,618433.1875
UKR,Ukraine,ck,Capital services levels at current PPPs (USA=1),,,,,0.0486338026821613,0.0281952563673258,0.0239094570279121,0.0245322771370411,0.024534584954381,0.0241046417504549,0.0249453000724316,0.02537901699543,0.0266462899744511,0.0283272564411163,0.0278745517134666,0.0284295491874218,0.0283493362367153,0.0286996327340603,0.0292261727154255,0.0285906512290239,0.029143363237381,0.0287939142435789,0.0348474383354187,0.0415922217071056,0.0347042381763458,0.0429881848394871,0.0461487248539925,0.0505815297365189,0.0536458306014538,0.0615515932440758,0.0642841309309006,0.068515807390213,0.0659893378615379,0.0667175874114037
UKR,Ukraine,cn,Capital stock at current PPPs (in mil. 2021US$),3173342.25,3230774.25,3310697.75,3325169.25,3300314.5,3249639.25,3182742.75,3103248.25,3023124.75,2927351.5,2826324.75,2740761.75,2665452.5,2609060,2574833.75,2551913.25,2542580,2548402.25,2557186,2520028.75,2477774.25,2449072,3340658,4465739,3994172.75,5596734.5,6320156,7259791.5,8068618.5,9261586,9893602,10268907,10177476,10073253
UKR,Ukraine,cor_exp,Correlation between expenditure shares of the country and the US (benchmark observations only),,,,,,,,,,,,,,,,0.559826457288488,,,,,,0.587882670222518,0.473483680855897,0.513952177427507,0.492795954733722,0.506481590449762,0.499697212879935,0.45699755987572,0.516532980787708,0.523141634715542,0.537355417367125,0.563297878085989,,
UKR,Ukraine,csh_c,Share of household consumption at current PPPs,0.410215854644775,0.405141741037369,0.398292541503906,0.371335715055466,0.415945470333099,0.471938610076904,0.45311763882637,0.48758852481842,0.518961489200592,0.529667973518372,0.549255311489105,0.570929110050201,0.602341175079346,0.610188961029053,0.630696892738342,0.673380672931671,0.678648471832275,0.683703005313873,0.702071189880371,0.682722985744476,0.659374117851257,0.673556983470917,0.66812390089035,0.648698151111603,0.699774324893951,0.554325878620148,0.534822762012482,0.566415727138519,0.597293734550476,0.649904429912567,0.67002660036087,0.652364075183868,0.586138308048248,0.574927806854248
UKR,Ukraine,csh_g,Share of government consumption at current PPPs,0.256967484951019,0.288687497377396,0.321915745735168,0.402345240116119,0.433746039867401,0.450315654277802,0.433731853961945,0.408047825098038,0.363776236772537,0.310635030269623,0.286675214767456,0.274309605360031,0.226352035999298,0.207406550645828,0.182547599077225,0.159344747662544,0.16213995218277,0.161842241883278,0.170438498258591,0.224204212427139,0.24773858487606,0.250747621059418,0.270747691392899,0.306548178195953,0.271058350801468,0.39075317978859,0.391772598028183,0.346235871315002,0.323780000209808,0.276178896427155,0.281065374612808,0.271722704172134,0.441323816776276,0.443777233362198
UKR,Ukraine,csh_i,Share of gross capital formation at current PPPs,0.337986290454865,0.289662480354309,0.256745189428329,0.238938301801682,0.209645658731461,0.125795468688011,0.0960801094770432,0.106202386319637,0.112217463552952,0.0972800999879837,0.125724986195564,0.143201991915703,0.138549000024796,0.155374631285667,0.150488793849945,0.14921361207962,0.159098029136658,0.177191659808159,0.172809898853302,0.0891646519303322,0.107322178781033,0.11066110432148,0.119311027228832,0.108863309025764,0.0716742724180222,0.0927659496665001,0.126601278781891,0.135247901082039,0.129074811935425,0.120117738842964,0.0770255401730537,0.133865013718605,0.103906080126762,0.126131758093834
UKR,Ukraine,csh_m,Share of merchandise imports at current PPPs,-0.062269039452076,-0.045693151652813,-0.0288645438849926,-0.0327102802693844,-0.0303861778229475,-0.0450660921633244,-0.126808062195778,-0.140181928873062,-0.129990234971046,-0.110164061188698,-0.133991122245789,-0.141861885786057,-0.146949872374535,-0.164590492844582,-0.178466022014618,-0.1839699447155,-0.197800517082214,-0.217456206679344,-0.264883428812027,-0.177780091762543,-0.226266205310822,-0.265195429325104,-0.269758284091949,-0.220105648040771,-0.170985817909241,-0.136221453547478,-0.133149310946465,-0.159652397036552,-0.17615407705307,-0.173913180828094,-0.155455201864243,-0.173999279737473,-0.190798565745354,-0.17972956597805
UKR,Ukraine,csh_r,Share of residual trade and GDP statistical discrepancy at current PPPs,-0.0052672843448817,0.0157024376094341,0.0160430930554867,-0.0227126125246286,-0.0777150467038155,-0.0602454505860806,0.0441375076770783,0.0260093193501234,0.023438211530447,0.0622572340071201,0.0295403935015202,0.0012619124026969,0.0207799803465605,0.0240685157477856,0.0195306837558746,0.0293431561440229,0.0320339649915695,0.0213488694280386,0.0218041203916073,0.030850600451231,0.0280936900526285,0.0210286062210798,0.0042922478169202,-0.0178134627640247,-0.0315522588789463,-0.0328233204782009,-0.0382979065179825,-0.02422727458179,-0.012021591886878,-0.0111310463398695,0.0010650099720805,0.0016200687969103,-0.0278226193040609,-0.0369343385100365
UKR,Ukraine,csh_x,Share of merchandise exports at current PPPs,0.0623666867613792,0.046498965471983,0.0358679443597794,0.0428036600351334,0.0487640388309956,0.0572617873549461,0.0997409373521805,0.112333863973618,0.111596815288067,0.110323682427406,0.142795220017433,0.152159243822098,0.158927738666534,0.167551815509796,0.195202007889748,0.172687724232674,0.165880128741264,0.173370406031609,0.197759732604027,0.150837615132332,0.183737635612488,0.209201112389565,0.207283392548561,0.173809498548508,0.160031169652939,0.131199732422829,0.118250630795956,0.135980203747749,0.138027086853981,0.138843163847923,0.126272663474083,0.114427402615547,0.0872530192136765,0.0718270987272263
UKR,Ukraine,ctfp,TFP level at current PPPs (USA=1),,,,,0.29004693031311,0.309342592954636,0.306034654378891,0.269905000925064,0.250691473484039,0.255412101745605,0.241048961877823,0.251794904470444,0.255029022693634,0.271239370107651,0.292739361524582,0.328871756792069,0.359780460596085,0.399338632822037,0.421979516744614,0.36682391166687,0.367509454488754,0.410516560077667,0.38203963637352,0.372689574956894,0.382952392101288,0.34830230474472,0.357337415218353,0.34646287560463,0.341909885406494,0.336659610271454,0.341806143522263,0.349873900413513,0.293924808502197,0.309943079948425
UKR,Ukraine,cwtfp,Welfare-relevant TFP levels at current PPPs (USA=1),,,,,0.303015202283859,0.320367962121964,0.297066539525986,0.267068237066269,0.244878605008125,0.232668712735176,0.22257336974144,0.238405093550682,0.23446249961853,0.250042140483856,0.265806049108505,0.298959195613861,0.335655897855759,0.385018616914749,0.41886779665947,0.354430258274078,0.35908380150795,0.407668501138687,0.388856828212738,0.384195238351822,0.385670751333237,0.348739713430405,0.363856017589569,0.349631756544113,0.34562760591507,0.338927179574966,0.337121099233627,0.349989354610443,0.311633586883545,0.336733430624008
UKR,Ukraine,delta,Average depreciation rate of the capital stock,0.0280550476163626,0.0279203057289124,0.0277659855782986,0.0275304242968559,0.0270927511155605,0.0265377573668957,0.0260042417794466,0.0255319699645042,0.0251369792968035,0.0247988160699606,0.024541798979044,0.0243592821061611,0.0242161937057972,0.0241532828658819,0.0241389870643616,0.0242240428924561,0.0243753977119923,0.0245210155844688,0.0246900804340839,0.0246296171098948,0.0244774222373962,0.0244708806276321,0.0245364736765623,0.0246137045323849,0.0245542079210281,0.0244012251496315,0.0243717040866613,0.0245328657329083,0.0248515140265226,0.0252763479948044,0.0254535768181086,0.0254855863749981,0.0255376938730478,0.0257488042116165
UKR,Ukraine,emp,Number of persons engaged (in millions),25.3555469512939,24.9366779327393,24.4533843994141,23.8985176086426,22.9701766967773,24.0597114562988,24.0479202270508,23.6933746337891,22.9503440856934,20.02663230896,20.1786518096924,19.9951248168945,20.1240978240967,20.2064647674561,20.3471813201904,20.7108840942383,20.9584465026855,21.1302871704102,21.3040771484375,20.4799900054932,20.5465145111084,20.5897159576416,20.6115550994873,20.683443069458,18.739185333252,16.9135818481445,16.7609939575195,16.6446647644043,16.8027896881104,16.9680461883545,16.549524307251,16.007251739502,15.7241058349609,15.7174024581909
UKR,Ukraine,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.76549816131592,2.79987621307373,2.83468174934387,2.86992001533508,2.90559601783752,2.94171571731567,2.96716570854187,2.99283599853516,3.01872825622559,3.04484462738037,3.07118678092957,3.09133386611938,3.11161279678345,3.13202500343323,3.15257096290588,3.17325162887573,3.18130683898926,3.18938279151917,3.19747877120972,3.20559573173523,3.21373295783997,3.22197246551514,3.23026084899902,3.23859786987305,3.24698424339294,3.2554202079773,3.26390647888184,3.27244305610657,3.28103017807007,3.28966856002808,3.29835844039917,3.30710029602051,3.31589460372925,3.32474160194397
UKR,Ukraine,irr,Real internal rate of return,0.0808972269296646,0.0712044611573219,0.0463586896657944,0.0448189452290535,0.0099999997764825,0.0099999997764825,0.0099999997764825,0.0099999997764825,0.0099999997764825,0.0099999997764825,0.0099999997764825,0.0099999997764825,0.0099999997764825,0.0122745437547565,0.0164833106100559,0.0192455593496561,0.0228620246052742,0.0276591628789902,0.0288022793829441,0.0128101501613855,0.0143481129780412,0.0163507796823978,0.0148396538570523,0.0165164228528738,0.013070653192699,0.0103997429832816,0.012179171666503,0.015651011839509,0.0145743815228343,0.0183022394776344,0.0203961059451103,0.0254976265132427,0.0128130847588182,0.0156015120446682
UKR,Ukraine,labsh,Share of labour compensation in GDP at current national prices,0.619470477104187,0.599770128726959,0.530048131942749,0.418559581041336,0.475399643182755,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618,0.558368802070618
UKR,Ukraine,pl_c,"Price level of household consumption,  price level of USA GDPo in 2021=1",0.207846531053248,0.203688973850479,0.174540222351545,0.215079935547268,0.187651331772452,0.193588827822886,0.2050831767537,0.232326147419741,0.197162417824651,0.14258738230272,0.134587012942557,0.148908167573175,0.150072202594161,0.155526364236093,0.168441929443871,0.1950945497873,0.223478033899888,0.260361175968972,0.311631979212055,0.251738059486814,0.276558834392079,0.305436333851856,0.328282987176542,0.346752245430027,0.25383505737611,0.214947039745105,0.209207009655263,0.233442050430814,0.257457126109934,0.277289485166206,0.261637527467939,0.298621531577305,0.311404826871822,0.322323406410518
UKR,Ukraine,pl_con,"Price level of CCON (PPP/XR), price level of USA GDPo in 2021=1",0.162780851125717,0.155192106962204,0.131516501307488,0.135840013623238,0.126701921224594,0.135376557707787,0.142026647925377,0.176204323768616,0.155469849705696,0.119406841695309,0.115983694791794,0.133414953947067,0.142414271831512,0.153007164597511,0.17104272544384,0.204506769776344,0.232953414320946,0.269652128219605,0.318010777235031,0.24608750641346,0.26214587688446,0.280418783426285,0.297416776418686,0.296111136674881,0.230766043066978,0.161288514733315,0.154480963945389,0.189514845609665,0.216947093605995,0.243731796741486,0.232847273349762,0.264932990074158,0.287269860506058,0.300184577703476
UKR,Ukraine,pl_da,"Price level of CDA (PPP/XR), price level of USA GDPo in 2021=1",0.148479759693146,0.149970278143883,0.149847060441971,0.162910133600235,0.154922112822533,0.161020621657372,0.164731562137604,0.199183940887451,0.173347353935242,0.131339609622955,0.12732245028019,0.146483361721039,0.154615819454193,0.165910363197327,0.186924070119858,0.224333196878433,0.257364243268967,0.302657812833786,0.356031954288483,0.269290655851364,0.293250292539597,0.317191809415817,0.329797327518463,0.319974452257156,0.246849551796913,0.173870354890823,0.170565843582153,0.202577888965607,0.229520708322525,0.250233501195908,0.236184865236282,0.269957035779953,0.291158765554428,0.305313974618912
UKR,Ukraine,pl_g,"Price level of government consumption,  price level of USA GDPo in 2021=1",0.0908392219153385,0.0871319758953735,0.0782851034714917,0.0627072716658949,0.0682538169255484,0.0743690809192451,0.076151788052618,0.109142670968869,0.0959914255963048,0.0798813836656228,0.0803406802152588,0.1011684412617,0.122035897454199,0.145595716196722,0.180028382996163,0.24428220639732,0.272613306505511,0.308901723081393,0.344286423766292,0.228881060927443,0.223784788052345,0.213216807825466,0.221248243071199,0.188947551438325,0.171210196497085,0.0851680709662355,0.0797724757001722,0.117653259168178,0.142216146544877,0.16476383174981,0.164214730743245,0.184052074002854,0.255215312349074,0.271503031918107
UKR,Ukraine,pl_gdpo,"Price level of CGDPo (PPP/XR), price level of USA GDPo in 2021=1",0.147211700677872,0.150456011295319,0.149325251579285,0.164231494069099,0.15908482670784,0.163816183805466,0.157929480075836,0.193743944168091,0.168502748012543,0.130194246768951,0.128692746162415,0.146804064512253,0.156177222728729,0.165558308362961,0.1945661008358,0.222084626555443,0.250462800264359,0.293494760990143,0.345712721347809,0.263965904712677,0.285950183868408,0.30793109536171,0.321197390556335,0.31169867515564,0.248625874519348,0.175858378410339,0.168006643652916,0.196948528289795,0.221679672598839,0.242294996976852,0.239206224679947,0.281877160072327,0.282738208770752,0.289048254489899
UKR,Ukraine,pl_i,"Price level of capital formation,  price level of USA GDPo in 2021=1",0.120249506706244,0.137462412281149,0.201266974773054,0.250563049554753,0.2692982666016,0.349027090938651,0.374305036612793,0.392977918869056,0.313977366442406,0.234414605962328,0.202712503783228,0.223618720404092,0.22759606269238,0.233808152691773,0.272747242726839,0.334979814124836,0.386368561756578,0.460158574849225,0.547999052725151,0.505298685543614,0.556152236737973,0.624341031269832,0.584603481371941,0.529368507391946,0.464701690993076,0.302051225976414,0.288291239413958,0.290727255053956,0.319245595934739,0.300360234698157,0.277396497775344,0.304638530762131,0.329613965193968,0.346741550318857
UKR,Ukraine,pl_k,"Price level of the capital services, price level of USA=1",,,,,0.212062567472458,0.26305878162384,0.268731713294983,0.279218703508377,0.228525727987289,0.166328817605972,0.154095485806465,0.179727554321289,0.18021422624588,0.187040641903877,0.227578237652779,0.2695332467556,0.319813787937164,0.398331016302109,0.482933282852173,0.316156655550003,0.330437630414963,0.391447424888611,0.334949493408203,0.279336899518967,0.234348088502884,0.12494583427906,0.115639165043831,0.122104048728943,0.12740883231163,0.125582054257393,0.127767905592918,0.133884117007256,0.0983571857213974,0.0988778471946716
UKR,Ukraine,pl_m,"Price level of imports, price level of USA GDPo in 2021=1",0.254867821931839,0.295958459377289,0.427067846059799,0.433623015880585,0.446312099695206,0.48034206032753,0.475078642368317,0.45569920539856,0.438601016998291,0.428061485290527,0.414026468992233,0.415288299322128,0.410450100898743,0.445215195417404,0.470301926136017,0.488640367984772,0.50952559709549,0.549914836883545,0.592859268188477,0.554730117321014,0.564346969127655,0.587884962558746,0.573438882827759,0.594742715358734,0.592301607131958,0.532042860984802,0.530495166778565,0.544100999832153,0.549820721149445,0.555850267410278,0.502488791942596,0.550985753536224,0.623283803462982,0.644675672054291
UKR,Ukraine,pl_n,"Price level of the capital stock, price level of USA in 2021=1",0.0880899652838707,0.0934934839606285,0.128669738769531,0.144229799509048,0.18447008728981,0.234034642577171,0.2460817694664,0.260717898607254,0.210457593202591,0.157780095934868,0.144258216023445,0.167449966073036,0.178254619240761,0.186561420559883,0.221183195710182,0.276691138744354,0.321071773767471,0.386566340923309,0.474575787782669,0.431509763002396,0.479158997535706,0.575864911079407,0.483606994152069,0.369543343782425,0.335014998912811,0.180949732661247,0.159165486693382,0.153501376509666,0.167767360806465,0.157153099775314,0.142902329564095,0.157157495617867,0.172044828534126,0.176893308758736
UKR,Ukraine,pl_x,"Price level of exports, price level of USA GDPo in 2021=1",0.234261617064476,0.303710579872131,0.358624488115311,0.401358485221863,0.428493320941925,0.464094400405884,0.494111597537994,0.472122877836227,0.439926028251648,0.417896687984467,0.405662328004837,0.399201929569244,0.400789141654968,0.438228100538254,0.484390765428543,0.493269383907318,0.517776906490326,0.561064779758453,0.622200310230255,0.571502923965454,0.588480949401856,0.617001950740814,0.605561316013336,0.61946827173233,0.627399027347565,0.561402022838593,0.553372502326965,0.561153888702393,0.580805778503418,0.575232803821564,0.587935388088226,0.801294684410095,0.918233036994934,0.9196617603302
UKR,Ukraine,pop,Population (in millions),52.054092,52.170961,52.323671,52.350126,52.075998,51.665539,51.226109,50.786885,50.379731,49.976446,49.55666,49.106855,48.677281,48.315136,47.979507,47.585556,47.278694,47.062798,46.819175,46.623731,46.456003,46.307853,46.210056,46.12677,45.97238,45.784896,45.616832,45.436041,45.208907,44.957458,44.680014,44.29864,41.048766,37.732836
UKR,Ukraine,rconna,Real consumption at constant 2021 national prices (in mil. 2021US$),478110.25,449308.6875,421991.375,337585.1875,304590.125,293459.46875,268602.84375,262414.625,261983.375,252158.828125,257004.5,279749.125,292952.53125,321853.84375,350751.15625,403954.1875,453057.6875,514273.09375,564042.6875,491942.6875,495892.15625,551496.625,591667.125,622468.5,583825.1875,493836.40625,503553.96875,545344,583819.625,613619.75,620778.75,654898.75,563086.25,603770
UKR,Ukraine,rdana,Real domestic absorption at constant 2021 national prices (in mil. 2021US$),914926.0625,820367.375,740353.9375,579929.125,485174.21875,391566.71875,340823.78125,334833.1875,334690.0625,313001.0625,331849.875,367467,379788.9375,428596.75,463360.53125,532189.0625,604451.75,703443.0625,756463.8125,570180.875,596899.625,665853.625,697532.875,709576.5,630907.375,555356.375,601329.5625,644196.9375,677985.625,696408.125,667762.625,749768.6875,618909.125,680714.3125
UKR,Ukraine,rgdpe,Expenditure-side real GDP at chained PPPs (in mil. 2021US$),680851.9375,636311.75,585874.6875,474596.84375,395247.96875,343870.59375,312008.4375,286997.40625,274779.28125,271562.40625,275907.03125,289651.25,305456.15625,335344.03125,384044.21875,416827.96875,457434.71875,517764.15625,552964.5625,473098.125,482608.59375,531667.5625,556330.4375,597137.3125,559983.0625,540478.5625,562926.1875,561845.9375,575434.8125,622270.1875,667668.8125,739991.3125,554824.8125,587357.125
UKR,Ukraine,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),1122943.5,1025262.125,923286.5625,791977.5,610345,536184.5,482332.21875,467918.875,458822.59375,458084.65625,485069.25,529856.9375,557671.875,611179.375,683270.0625,704254.875,757577,819818.375,838210.875,711335.375,713271,752255.0625,754050.625,753848.9375,704452.375,635606.25,651121.3125,666487.5625,689737.0625,711805.1875,685092.625,708698.3125,504886.71875,531768.5
UKR,Ukraine,rgdpo,Output-side real GDP at chained PPPs (in mil. 2021US$),688208.1875,638939.625,586853.25,470986.21875,385250.71875,338743.09375,326476.4375,295384.15625,281227.75,272439.375,271352.15625,288138.5,302138.21875,336277.78125,370034.59375,428678.125,475075.40625,538614.5,578854.5625,484727.4375,499833.25,556189.4375,579811.375,619745.625,563310.4375,536134.75,571966.25,579531.3125,596651.6875,643263,658538.25,708698.3125,575146.125,620008.3125
UKR,Ukraine,rkna,Capital services at constant 2021 national prices (2021=1),,,,,1.39426958560944,1.32868623733521,1.26679289340973,1.21511995792389,1.17283093929291,1.13662886619568,1.11049020290375,1.0880960226059,1.07078230381012,1.06427407264709,1.06028640270233,1.06370627880096,1.07414770126343,1.09315991401672,1.10910832881928,1.0836296081543,1.06507575511932,1.05341589450836,1.04925131797791,1.03839921951294,1.0143666267395,0.992968916893005,0.988926827907562,0.993747889995575,1.00678634643555,1.01801824569702,1.00500357151032,1,0.984071791172028,0.986322522163391
UKR,Ukraine,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),13565460,13869415,14042512,13994520,13758671,13460137,13143451,12855515,12593757,12350968,12143099,11958991,11791198,11676547,11615744,11569980,11588060,11691614,11783229,11646264,11506813,11395047,11301244,11190234,11036686,10875884,10747991,10640511,10554002,10481558,10366995,10268907,10117180,10025741
UKR,Ukraine,rtfpna,TFP at constant national prices (2021=1),,,,,0.641345262527466,0.557876110076904,0.509366631507874,0.504076421260834,0.507034122943878,0.550719857215881,0.583615005016327,0.648212552070618,0.685978889465332,0.752887070178986,0.837020516395569,0.850545108318329,0.902475893497467,0.960808753967285,0.9716477394104,0.850921750068665,0.853411853313446,0.907549023628235,0.910584568977356,0.912200093269348,0.905957221984863,0.87822425365448,0.899455606937408,0.922650694847107,0.943528652191162,0.963569343090057,0.957966327667236,1,0.72359561920166,0.760402798652649
UKR,Ukraine,rwtfpna,Welfare-relevant TFP at constant national prices (2021=1),,,,,0.481890439987183,0.385091006755829,0.340210884809494,0.340948224067688,0.349598288536072,0.355684489011765,0.377397030591965,0.424923986196518,0.441579014062881,0.49905002117157,0.53653347492218,0.607529699802399,0.680619776248932,0.779259979724884,0.82885354757309,0.64470636844635,0.67505556344986,0.75930780172348,0.796193361282349,0.811594486236572,0.766930043697357,0.725309073925018,0.785171389579773,0.842942595481873,0.876649737358093,0.891086280345917,0.882586300373077,1,0.83842259645462,0.920068323612213
UKR,Ukraine,xr,"Exchange rate, national currency/USD (market+estimated)",0.0000185172455007277,0.0000351523041346166,0.0006413893460672,0.0215192773226247,0.221957985420723,1.12073885382864,1.82946855833333,1.86165833333333,2.44954166666667,4.13044166666667,5.44023333333333,5.37215833333333,5.326625,5.33268833333333,5.31918066666667,5.124729,5.05,5.05,5.26722141666667,7.79124033333333,7.93563941666667,7.96756283333333,7.99102933333333,7.993,11.8866594166667,21.8446977666667,25.5513341166667,26.5966063,27.2004923333333,25.8455893333333,26.9575243833333,27.2861893833333,32.3423016,36.5738081166667
